,label
456,1
458,1
460,0
461,0
462,1
463,0
464,1
466,1
467,0
468,0
469,0
470,0
471,0
472,1
474,0
476,1
479,1
480,1
481,0
482,1
483,0
484,0
485,0
486,0
487,1
488,1
489,1
490,1
491,0
492,1
493,0
494,1
495,0
496,1
497,0
498,1
499,1
500,0
501,0
502,0
503,0
504,1
505,1
506,0
507,1
508,1
509,1
510,1
511,1
513,1
514,1
515,1
517,1
519,1
520,1
521,1
522,1
523,0
525,0
527,1
528,0
529,0
530,1
531,1
532,0
534,0
535,0
536,0
537,0
538,1
539,1
540,1
541,1
542,1
543,1
544,0
545,0
546,1
547,0
548,1
549,1
550,0
551,1
552,1
553,0
554,0
555,0
556,0
557,0
558,1
559,1
561,1
562,1
563,1
566,0
568,1
571,1
572,0
573,1
574,0
575,1
578,1
579,1
580,1
581,1
584,0
585,0
586,0
588,0
589,0
591,0
592,1
593,0
595,1
596,1
597,0
598,1
599,1
601,0
602,1
603,1
604,0
605,1
606,0
607,0
608,0
609,0
610,0
611,0
612,0
613,0
614,1
615,1
616,1
617,1
618,1
619,1
620,1
623,1
628,1
629,1
630,1
631,1
632,1
636,1
637,1
638,1
639,1
640,1
641,1
642,0
644,0
645,1
646,1
649,1
650,1
651,1
652,1
653,1
654,0
655,1
656,1
657,1
658,1
659,1
660,1
661,0
662,0
664,0
666,1
667,1
668,1
669,0
670,1
671,1
673,1
674,0
676,1
677,1
678,1
679,1
680,0
681,0
682,1
683,0
684,0
685,1
686,1
687,1
689,1
690,1
691,0
692,0
693,0
694,0
695,1
696,1
697,1
698,1
699,1
700,1
701,1
702,1
703,1
704,0
706,0
707,1
708,0
709,0
711,0
712,0
713,1
714,0
715,0
716,1
717,0
718,1
719,0
720,0
721,0
722,1
723,1
724,1
725,0
727,1
728,0
730,0
731,0
732,0
733,0
735,0
736,0
737,0
738,1
739,0
740,1
741,0
742,1
743,1
744,0
745,1
746,0
747,0
748,1
749,0
750,1
751,0
752,0
754,1
755,0
756,0
757,1
758,0
761,0
762,1
763,1
764,1
765,0
767,1
768,1
769,0
770,0
771,1
772,0
773,0
774,0
775,0
777,0
778,0
780,1
781,1
782,1
783,1
784,1
786,1
787,1
788,1
789,1
790,1
791,0
793,1
796,1
797,1
798,0
799,1
800,1
801,1
802,1
803,1
804,1
805,1
806,1
807,1
808,1
809,0
810,0
811,1
813,0
816,1
817,1
818,1
819,1
820,0
821,1
823,1
824,0
825,1
826,1
827,1
828,1
829,1
831,1
832,0
834,1
835,1
836,0
837,1
839,1
840,1
842,1
843,0
844,0
845,0
847,1
849,0
850,0
851,0
852,1
853,1
854,1
855,1
856,1
857,1
859,1
860,1
861,0
862,0
863,0
864,1
865,0
866,0
867,0
868,0
869,0
871,0
873,0
874,1
875,1
876,1
877,0
878,0
880,0
881,0
882,0
884,0
885,1
886,0
888,0
889,1
890,1
892,0
893,0
894,1
895,1
896,1
897,0
898,1
899,1
900,1
901,0
902,0
903,0
907,1
908,1
909,1
910,1
911,1
912,1
913,1
914,1
915,1
916,1
917,1
918,1
920,1
925,0
926,1
927,1
929,1
930,1
931,1
932,1
934,0
935,0
936,1
938,1
939,1
940,1
941,1
942,1
945,0
946,1
947,1
948,1
950,1
951,1
952,0
955,1
956,1
957,1
958,1
962,1
963,1
964,1
965,0
966,0
967,0
968,0
969,0
970,0
972,1
973,0
974,1
975,1
976,1
977,1
979,1
980,0
981,0
984,1
985,1
986,1
987,1
988,1
989,1
991,1
992,1
993,1
994,1
995,1
996,0
997,1
998,0
1000,0
1001,0
1002,1
1003,1
1004,0
1005,0
1008,1
1009,1
1011,1
1012,1
1013,1
1014,1
1015,0
1016,1
1018,0
1019,1
1020,1
1021,1
1022,1
1023,0
1026,0
1027,1
1029,1
1030,1
1033,0
1034,1
1035,1
1036,0
1037,1
1038,0
1040,0
1041,1
1042,1
1046,1
1047,0
1048,1
1049,1
1050,0
1051,1
1052,1
1053,0
1054,1
1055,1
1056,1
1057,1
1058,1
1059,1
1060,0
1061,1
1062,1
1063,1
1064,1
1065,1
1066,1
1067,1
1068,0
1070,1
1072,1
1073,1
1074,1
1075,1
1076,1
1077,1
1078,0
1079,0
1080,1
1081,1
1082,0
1087,1
1088,1
1089,1
1091,0
1092,1
1093,1
1094,0
1095,1
1096,1
1097,1
1098,1
1099,1
1101,0
1102,0
1103,1
1104,0
1106,0
1108,1
1109,1
1110,1
1111,1
1113,1
1114,1
1115,1
1116,1
1118,1
1119,0
1120,0
1121,0
1122,0
1123,1
1124,1
1125,1
1126,1
1127,1
1128,1
1129,1
1130,1
1131,1
1132,1
1133,1
1134,0
1135,1
1136,0
1137,1
1139,1
1140,0
1141,1
1142,1
1144,0
1145,0
1146,1
1148,0
1149,1
1150,0
1151,1
1152,1
1153,1
1154,1
1156,1
1157,1
1158,1
1159,1
1160,1
1161,1
1162,0
1164,0
1167,0
1168,1
1169,1
1171,1
1172,0
1173,1
1174,1
1175,1
1176,0
1177,0
1178,0
1179,0
1180,0
1183,1
1184,1
1185,1
1187,1
1189,1
1190,1
1191,1
1193,0
1194,0
1195,0
1196,1
1198,0
1199,1
1200,1
1201,0
1202,1
1203,1
1204,1
1205,1
1206,1
1207,1
1208,0
1209,1
1210,1
1211,1
1213,1
1214,0
1216,0
1217,1
1218,1
1219,1
1220,1
1221,1
1224,1
1225,1
1227,1
1228,1
1229,1
1230,1
1231,0
1233,1
1234,1
1235,1
1237,1
1239,0
1240,1
1241,1
1243,1
1245,1
1246,1
1247,1
1248,1
1249,1
1250,1
1251,1
1255,1
1256,1
1257,1
1258,1
1259,1
1260,1
1264,1
1265,1
1266,1
1267,1
1268,1
1269,0
1270,1
1272,1
1273,1
1275,1
1276,1
1277,1
1278,0
1279,1
1280,1
1282,1
1284,1
1285,1
1286,1
1288,1
1289,0
1291,1
1292,1
1294,1
1295,1
1296,1
1297,1
1300,1
1302,1
1303,1
1304,1
1305,1
1306,1
1307,1
1308,1
1309,1
1310,1
1311,1
1312,1
1315,1
1316,1
1317,1
1319,1
1320,1
1323,1
1324,1
1325,1
1327,1
1328,1
1329,1
1330,1
1331,1
1332,0
1333,1
1334,1
1335,1
1336,1
1337,1
1338,1
1339,1
1340,1
1342,1
1343,1
1344,1
1345,1
1346,1
1347,1
1348,1
1349,1
1350,1
1351,1
1353,1
1354,1
1355,1
1356,1
1357,1
1361,1
1362,1
1363,1
1364,1
1365,1
1366,1
1367,1
1368,1
1371,1
1372,1
1373,1
1375,1
1376,1
1377,1
1378,1
1379,1
1380,1
1381,1
1382,1
1383,0
1384,1
1385,1
1386,0
1387,1
1388,1
1389,0
1390,1
1391,1
1392,1
1393,1
1394,1
1395,0
1397,1
1398,1
1399,1
1401,1
1402,1
1403,1
1404,1
1405,1
1406,1
1407,1
1408,1
1409,0
1410,1
1412,1
1414,0
1415,1
1416,1
1417,1
1418,1
1419,1
1420,1
1421,1
1422,1
1423,1
1424,1
1425,1
1427,1
1428,0
1429,1
1430,0
1433,1
1434,1
1435,1
1436,1
1437,1
1438,1
1439,0
1440,1
1441,1
1443,1
1444,1
1445,1
1446,1
1447,1
1448,1
1449,1
1450,1
1451,1
1454,1
1455,1
1456,1
1457,1
1458,0
1459,1
1460,1
1461,1
1464,1
1465,1
1466,1
1469,0
1470,0
1473,1
1474,1
1475,0
1476,1
1477,0
1478,1
1479,0
1480,1
1481,1
1482,1
1484,0
1485,1
1486,1
1487,0
1488,1
1489,1
1490,1
1493,1
1494,1
1495,1
1496,1
1499,1
1500,1
1504,1
1505,1
1506,1
1508,1
1509,1
1510,1
1511,1
1512,1
1513,1
1514,1
1515,1
1516,0
1517,1
1518,1
1520,1
1521,1
1522,1
1523,1
1525,1
1526,1
1527,1
1528,1
1529,1
1531,1
1532,1
1533,1
1534,1
1535,1
1538,1
1539,1
1540,1
1541,1
1542,1
1544,1
1545,1
1546,1
1547,1
1548,0
1549,1
1550,1
1551,1
1552,0
1553,1
1555,1
1557,1
1558,1
1563,1
1564,1
1565,1
1569,0
1571,1
1572,1
1573,1
1574,1
1575,1
1576,1
1579,1
1581,1
1583,1
1584,1
1585,1
1586,1
1587,1
1588,1
1589,1
1590,1
1591,0
1592,1
1594,1
1595,1
1596,1
1597,1
1599,1
1600,1
1601,1
1604,1
1605,1
1606,1
1607,1
1608,1
1609,1
1610,1
1611,1
1612,0
1613,1
1615,0
1616,0
1617,1
1618,1
1619,1
1620,0
1621,1
1622,0
1623,0
1624,1
1625,1
1626,1
1627,1
1628,1
1629,1
1630,1
1631,1
1633,1
1634,1
1635,1
1636,1
1637,1
1638,1
1641,1
1643,1
1644,1
1646,1
1647,0
1648,1
1650,1
1651,1
1652,1
1653,0
1654,1
1656,1
1657,1
1658,1
1660,1
1661,1
1662,1
1663,1
1664,1
1665,1
1666,1
1667,1
1668,1
1669,1
1670,1
1671,1
1673,1
1676,1
1677,1
1678,1
1679,1
1681,1
1682,1
1683,1
1686,1
1687,1
1688,1
1689,1
1690,1
1691,1
1693,0
1694,0
1697,1
1699,1
1701,1
1702,1
1703,0
1704,1
1705,1
1706,1
1707,1
1708,1
1709,1
1711,1
1712,1
1713,1
1714,1
1715,1
1716,1
1717,1
1718,1
1719,1
1720,1
1721,1
1724,0
1725,1
1726,0
1727,1
1728,1
1729,1
1730,1
1731,1
1732,1
1734,1
1737,1
1738,0
1739,1
1740,1
1741,1
1742,1
1743,1
1744,1
1745,1
1746,1
1748,1
1749,1
1752,1
1753,1
1754,1
1755,1
1756,1
1757,1
1758,1
1759,1
1760,1
1761,1
1764,1
1765,1
1768,1
1769,1
1770,1
1772,1
1774,1
1775,1
1776,1
1777,1
1780,0
1781,1
1782,1
1785,1
1786,1
1790,1
1791,1
1793,0
1795,1
1796,1
1798,0
1799,0
1800,1
1801,1
1802,1
1803,1
1804,1
1805,0
1806,1
1807,0
1808,1
1810,1
1811,1
1812,1
1814,0
1815,1
1816,0
1817,1
1818,1
1819,1
1820,1
1821,1
1822,1
1823,1
1824,1
1825,1
1826,1
1827,1
1828,1
1829,1
1831,1
1832,1
1833,0
1834,0
1835,0
1837,1
1839,0
1841,1
1842,1
1845,1
1846,1
1847,1
1848,1
1849,0
1850,0
1851,0
1852,1
1853,1
1854,0
1856,1
1857,1
1858,1
1859,1
1860,1
1862,1
1863,1
1866,0
1867,0
1868,0
1869,0
1873,1
1874,1
1875,1
1877,1
1878,0
1879,0
1880,1
1881,1
1884,1
1885,1
1887,1
1888,1
1889,1
1890,1
1891,0
1892,0
1896,0
1897,1
1898,1
1899,1
1900,1
1901,1
1904,1
1905,1
1906,1
1907,1
1908,1
1909,1
1910,0
1911,1
1913,0
1914,1
1915,1
1916,1
1917,1
1918,0
1920,1
1921,0
1922,1
1923,0
1924,1
1925,1
1926,1
1927,0
1928,0
1929,0
1930,0
1931,1
1932,1
1934,1
1935,0
1936,1
1937,1
1938,1
1939,1
1941,1
1942,1
1943,0
1945,1
1946,0
1950,1
1951,1
1952,1
1953,1
1954,0
1955,1
1956,1
1957,1
1958,1
1959,1
1964,0
1966,1
1967,1
1968,1
1969,1
1970,0
1971,0
1972,0
1974,1
1975,1
1976,1
1977,1
1978,0
1981,0
1982,0
1983,1
1984,0
1985,0
1986,0
1987,1
1988,1
1989,1
1990,1
1991,1
1992,1
1993,0
1994,0
1995,1
1997,0
1998,1
1999,0
2000,1
2001,1
2002,1
2003,1
2005,1
2007,0
2008,1
2009,1
2010,1
2011,0
2012,1
2013,0
2015,0
2016,1
2019,0
2025,0
2027,1
2029,1
2030,0
2031,1
2032,1
2033,0
2034,1
2035,0
2036,1
2038,1
2039,1
2040,1
2041,1
2042,0
2043,1
2044,1
2047,1
2048,1
2049,0
2050,1
2052,1
2054,1
2055,0
2057,1
2058,1
2060,0
2061,0
2063,0
2064,1
2065,1
2066,1
2067,1
2068,0
2069,1
2070,1
2071,0
2072,1
2073,1
2074,1
2075,1
2076,0
2077,1
2078,0
2079,1
2080,1
2081,1
2082,1
2083,1
2084,0
2085,0
2086,1
2087,1
2088,1
2089,0
2090,1
2092,1
2093,1
2094,1
2096,0
2097,0
2098,0
2099,0
2100,1
2101,0
2103,1
2104,1
2105,0
2106,1
2109,1
2110,1
2111,1
2112,1
2113,1
2114,1
2115,0
2116,1
2117,0
2118,0
2119,1
2120,1
2121,0
2122,0
2124,1
2125,0
2126,0
2128,1
2129,1
2130,0
2131,0
2134,0
2135,0
2136,1
2142,0
2143,1
2144,1
2145,1
2147,1
2148,1
2149,0
2152,0
2153,1
2154,1
2156,0
2157,1
2158,1
2159,1
2160,1
2161,1
2162,1
2163,1
2164,0
2166,1
2167,0
2168,0
2169,1
2170,1
2171,1
2172,1
2173,1
2175,1
2176,0
2177,1
2178,1
2179,1
2180,1
2182,0
2183,0
2184,0
2185,1
2186,1
2187,0
2188,1
2190,0
2191,1
2192,1
2197,1
2198,1
2199,1
2200,0
2202,1
2203,1
2204,1
2205,0
2206,0
2207,0
2208,1
2211,1
2212,0
2213,0
2214,0
2215,0
2216,1
2217,1
2220,1
2221,1
2223,1
2224,1
2225,0
2227,1
2228,0
2229,1
2230,1
2231,0
2232,1
2233,1
2234,0
2235,1
2237,0
2238,0
2239,0
2241,1
2242,0
2243,0
2245,1
2246,1
2248,1
2249,1
2250,1
2251,1
2253,1
2254,1
2255,0
2256,1
2257,1
2259,1
2260,0
2261,0
2262,1
2263,0
2264,1
2265,1
2266,0
2267,0
2268,0
2269,1
2270,0
2271,0
2272,1
2273,1
2275,0
2276,0
2277,1
2279,0
2280,0
2281,0
2282,1
2283,1
2284,0
2285,0
2286,1
2287,1
2288,1
2289,0
2290,0
2291,0
2292,0
2293,1
2294,0
2295,1
2296,1
2297,1
2298,1
2299,0
2300,1
2301,1
2303,1
2306,0
2307,1
2308,1
2309,1
2310,1
2311,0
2312,0
2314,1
2315,0
2316,1
2318,1
2319,1
2320,1
2321,1
2322,0
2323,0
2324,1
2327,1
2328,1
2329,0
2330,0
2331,1
2332,1
2333,1
2334,1
2336,1
2337,1
2338,1
2339,1
2340,1
2343,1
2344,1
2345,0
2346,0
2347,1
2349,1
2350,1
2351,0
2352,1
2353,0
2356,1
2357,1
2358,1
2359,1
2360,1
2361,0
2362,0
2363,0
2364,1
2365,0
2366,0
2367,0
2368,1
2369,1
2371,0
2372,0
2373,1
2375,1
2376,1
2378,1
2379,1
2380,1
2381,0
2382,1
2383,0
2384,1
2385,1
2386,1
2387,1
2389,0
2390,1
2393,1
2394,0
2395,0
2396,1
2397,1
2398,1
2399,1
2400,1
2402,1
2403,0
2404,1
2405,0
2406,1
2407,1
2408,1
2409,1
2410,0
2411,0
2413,1
2416,1
2417,1
2418,1
2419,1
2421,1
2422,0
2423,0
2424,1
2425,1
2427,1
2428,1
2429,1
2431,1
2432,1
2433,0
2434,1
2436,1
2437,1
2438,1
2439,1
2440,1
2441,0
2442,0
2444,0
2445,0
2446,1
2447,1
2448,1
2450,1
2451,1
2452,0
2454,0
2455,0
2457,1
2458,1
2459,1
2460,0
2461,0
2462,1
2463,1
2464,1
2465,0
2467,0
2468,1
2469,0
2470,0
2471,0
2473,0
2474,1
2475,1
2477,0
2478,1
2480,1
2481,1
2482,0
2483,0
2484,0
2485,1
2486,1
2487,0
2488,1
2489,0
2490,1
2492,1
2494,0
2495,1
2496,0
2497,1
2498,1
2499,0
2502,1
2504,0
2505,1
2506,0
2508,0
2510,1
2511,1
2512,0
2513,1
2514,1
2515,1
2516,1
2517,1
2518,0
2519,0
2520,0
2522,1
2523,0
2524,1
2525,1
2526,0
2527,1
2528,0
2529,0
2530,1
2531,1
2533,1
2534,0
2537,1
2538,1
2539,0
2540,1
2541,1
2542,0
2543,1
2544,1
2545,1
2546,0
2549,1
2550,1
2552,1
2553,1
2554,1
2555,1
2556,0
2557,1
2558,1
2559,1
2560,1
2561,1
2563,1
2564,0
2566,1
2567,0
2568,1
2569,1
2570,1
2571,0
2572,1
2573,1
2574,1
2575,0
2576,0
2578,1
2579,1
2581,1
2582,0
2583,0
2586,0
2589,1
2590,1
2592,1
2593,0
2594,1
2595,1
2596,1
2597,0
2598,1
2600,0
2602,1
2603,1
2604,1
2608,1
2610,0
2611,1
2612,1
2614,1
2615,0
2616,0
2617,1
2618,1
2619,0
2620,1
2621,0
2624,1
2625,0
2626,0
2627,1
2628,1
2629,1
2630,1
2631,0
2632,0
2633,1
2634,0
2635,1
2636,1
2639,0
2641,1
2642,1
2643,1
2646,0
2647,1
2648,0
2649,1
2652,1
2653,0
2655,0
2656,1
2657,1
2658,1
2659,1
2660,1
2661,1
2662,1
2663,1
2664,0
2665,1
2666,1
2667,1
2668,1
2670,0
2671,1
2672,1
2673,1
2674,0
2675,1
2676,1
2677,0
2678,0
2679,1
2684,0
2685,1
2688,1
2689,1
2690,1
2691,1
2692,1
2694,1
2695,1
2696,1
2699,0
2700,1
2702,1
2704,1
2705,1
2706,1
2707,1
2709,1
2710,1
2711,1
2712,1
2713,1
2714,1
2715,1
2716,1
2717,0
2718,1
2720,0
2721,0
2722,1
2723,0
2724,1
2725,1
2727,1
2728,1
2729,0
2730,1
2733,1
2734,1
2735,1
2736,1
2737,1
2739,0
2741,1
2742,1
2743,1
2745,1
2746,0
2747,1
2749,1
2750,1
2751,1
2752,1
2753,1
2754,1
2755,1
2756,1
2757,1
2758,1
2760,1
2761,1
2762,1
2763,0
2764,0
2765,1
2766,1
2767,1
2768,1
2769,1
2770,1
2771,0
2772,0
2773,1
2774,1
2775,0
2776,1
2777,1
2778,1
2779,1
2780,1
2781,1
2782,1
2784,0
2785,1
2786,1
2787,1
2788,1
2789,1
2790,1
2791,1
2792,1
2794,0
2795,1
2796,0
2797,1
2798,1
2799,1
2800,1
2801,1
2802,0
2803,1
2804,1
2806,1
2807,1
2808,1
2810,1
2811,1
2812,0
2814,1
2815,1
2816,0
2820,1
2821,1
2822,1
2824,0
2825,0
2826,1
2827,0
2828,0
2829,1
2830,1
2831,1
2832,1
2833,1
2835,0
2839,1
2840,1
2841,0
2842,1
2843,0
2844,0
2846,0
2847,1
2848,1
2849,1
2850,1
2851,0
2852,1
2854,1
2855,0
2856,1
2857,1
2858,0
2860,1
2861,1
2862,0
2864,1
2865,0
2866,1
2868,1
2869,1
2871,1
2873,1
2874,1
2875,1
2878,0
2883,0
2885,0
2886,0
2887,1
2888,1
2889,0
2890,0
2891,1
2894,1
2895,1
2896,1
2897,1
2898,1
2899,1
2900,0
2901,1
2904,0
2905,1
2906,1
2908,1
2909,1
2910,0
2911,0
2912,1
2913,1
2914,0
2916,1
2917,1
2918,1
2919,0
2920,0
2921,0
2923,1
2924,1
2925,1
2926,1
2929,1
2930,1
2931,1
2932,1
2933,1
2934,1
2936,0
2937,0
2938,1
2939,1
2940,1
2941,1
2942,0
2943,0
2944,1
2945,1
2946,1
2947,1
2948,1
2949,0
2950,0
2952,1
2953,1
2954,1
2955,1
2956,1
2957,1
2958,0
2959,1
2960,1
2961,1
2964,0
2965,1
2966,1
2970,1
2971,0
2972,0
2974,0
2975,1
2976,1
2977,1
2979,0
2980,0
2982,0
2983,1
2984,1
2985,1
2987,0
2988,0
2989,1
2990,1
2992,1
2993,1
2994,1
2995,1
2996,0
2997,1
2998,1
2999,0
3000,1
3001,0
3002,1
3003,1
3004,1
3005,0
3006,1
3007,1
3008,1
3009,1
3010,0
3011,1
3012,1
3013,1
3014,0
3015,1
3016,1
3018,1
3019,1
3020,1
3023,1
3024,1
3025,1
3026,0
3027,1
3028,1
3029,0
3030,0
3031,0
3032,1
3034,1
3035,1
3036,0
3037,1
3038,1
3039,0
3040,1
3041,1
3042,1
3044,1
3045,0
3050,1
3051,1
3052,1
3053,0
3054,1
3055,1
3056,1
3057,0
3058,1
3059,1
3060,0
3061,1
3062,1
3063,0
3064,1
3065,0
3069,1
3070,1
3071,0
3073,0
3074,0
3075,1
3076,1
3077,0
3078,0
3080,1
3082,1
3083,1
3084,1
3085,1
3086,1
3087,0
3088,1
3089,1
3090,1
3092,1
3093,1
3095,1
3096,1
3097,1
3098,0
3099,0
3100,1
3101,0
3102,1
3104,1
3105,0
3106,1
3107,1
3108,1
3109,1
3110,1
3111,0
3113,0
3115,1
3116,0
3117,1
3118,1
3119,1
3120,0
3121,1
3122,1
3123,1
3126,0
3127,1
3128,1
3129,1
3130,0
3131,1
3132,0
3133,1
3134,1
3135,0
3136,0
3137,1
3138,0
3139,1
3140,1
3141,1
3142,1
3143,1
3144,0
3145,0
3146,1
3147,0
3148,1
3149,1
3150,1
3151,0
3152,1
3153,1
3154,1
3155,1
3156,1
3157,0
3158,1
3159,1
3161,1
3162,1
3163,1
3168,1
3169,1
3170,1
3176,1
3180,1
3181,1
3182,1
3183,0
3184,1
3185,1
3186,0
3189,1
3190,1
3191,1
3192,1
3193,0
3194,1
3195,0
3196,1
3197,0
3198,1
3199,1
3200,1
3202,0
3203,0
3207,0
3208,0
3209,0
3210,1
3211,0
3213,0
3214,0
3215,1
3216,1
3217,1
3218,0
3219,0
3220,1
3221,0
3222,0
3223,0
3224,0
3225,0
3226,1
3228,0
3229,0
3230,0
3232,1
3233,1
3234,1
3235,0
3236,0
3237,0
3238,0
3242,0
3243,0
3245,1
3246,0
3248,1
3249,0
3250,1
3251,0
3252,0
3253,0
3254,0
3256,1
3257,0
3258,0
3259,0
3260,0
3261,1
3262,0
3264,1
3265,0
3266,0
3267,0
3268,0
3269,0
3270,1
3271,1
3272,0
3274,0
3275,1
3276,1
3277,0
3278,0
3279,0
3280,1
3281,0
3284,0
3285,1
3286,1
3288,1
3289,0
3290,0
3291,0
3292,0
3294,0
3295,0
3296,1
3298,0
3299,0
3300,1
3301,0
3303,0
3304,0
3305,0
3306,0
3307,1
3308,1
3309,0
3310,0
3311,1
3313,1
3314,1
3315,0
3316,1
3317,1
3319,0
3320,0
3321,0
3322,0
3323,0
3324,0
3325,0
3326,0
3327,0
3328,0
3330,0
3331,0
3332,0
3333,0
3334,0
3336,0
3338,0
3340,0
3341,1
3342,0
3343,1
3344,0
3345,0
3346,0
3348,0
3349,1
3350,0
3351,0
3352,1
3353,0
3355,1
3356,1
3358,1
3360,0
3361,1
3362,1
3363,1
3364,0
3365,0
3366,0
3367,0
3368,0
3369,0
3372,0
3373,0
3374,0
3375,0
3376,1
3377,0
3378,1
3379,1
3380,0
3381,0
3382,0
3383,0
3384,0
3386,0
3387,0
3388,0
3389,0
3390,1
3391,0
3392,0
3393,0
3394,0
3395,0
3396,0
3397,0
3399,0
3401,1
3402,0
3404,0
3405,0
3406,0
3407,0
3408,0
3409,0
3410,0
3412,0
3413,0
3414,1
3416,0
3417,0
3419,0
3420,1
3421,0
3422,0
3423,0
3424,0
3425,1
3427,0
3428,1
3429,0
3430,0
3433,0
3434,0
3435,0
3436,0
3437,1
3438,1
3439,0
3440,1
3443,0
3444,0
3446,0
3447,1
3448,0
3449,0
3450,0
3451,0
3452,0
3453,1
3454,0
3455,0
3456,1
3457,0
3458,0
3460,0
3461,1
3462,0
3463,0
3464,0
3465,0
3467,0
3469,1
3470,1
3471,0
3472,0
3473,0
3474,0
3475,0
3476,0
3478,0
3479,0
3480,0
3481,1
3482,1
3483,0
3484,1
3485,1
3486,0
3487,0
3488,0
3489,1
3490,1
3492,0
3493,0
3494,0
3495,0
3496,0
3497,0
3498,0
3499,0
3500,0
3502,1
3503,0
3504,0
3505,0
3506,0
3507,1
3508,0
3509,1
3511,0
3512,1
3513,1
3514,0
3515,1
3516,0
3517,1
3518,0
3519,0
3520,0
3521,0
3522,0
3526,0
3528,0
3530,0
3531,0
3532,1
3533,0
3534,0
3536,0
3537,0
3538,1
3539,1
3540,1
3541,1
3543,0
3544,0
3547,0
3548,1
3549,1
3550,1
3551,1
3552,0
3553,0
3556,0
3557,0
3558,1
3559,0
3560,1
3561,1
3562,0
3563,0
3565,1
3566,0
3568,0
3569,1
3570,0
3571,0
3572,0
3573,0
3574,1
3575,1
3576,1
3578,0
3579,0
3581,1
3582,1
3584,0
3585,0
3586,0
3587,0
3588,1
3589,1
3590,0
3591,0
3592,1
3593,0
3594,0
3595,0
3596,0
3597,0
3598,0
3599,0
3600,1
3601,0
3603,0
3604,0
3606,0
3607,0
3608,1
3611,1
3612,1
3614,1
3615,0
3616,1
3618,0
3620,0
3623,1
3625,1
3626,0
3627,1
3630,0
3631,0
3632,1
3634,0
3635,0
3636,0
3637,0
3638,0
3639,0
3640,0
3642,0
3644,0
3645,1
3646,0
3649,1
3650,0
3651,1
3652,0
3653,1
3654,1
3655,0
3656,0
3657,0
3659,0
3660,0
3661,1
3662,0
3663,0
3666,0
3667,0
3668,0
3669,0
3670,0
3672,0
3674,0
3676,0
3678,0
3679,0
3680,0
3682,1
3683,0
3684,0
3685,1
3686,0
3687,0
3688,1
